5,16.016,2024-07-31 16:38:39
5,21.025,2024-07-31 16:46:29
0,1.305,2024-07-31 16:46:45
0,2.861,2024-07-31 16:46:57
0,7.689,2024-07-31 16:51:24
0,3.943,2024-07-31 16:52:32
0,3.075,2024-07-31 16:54:14
0,1.110,2024-07-31 16:55:09
0,1.533,2024-07-31 16:59:29
0,4.628,2024-07-31 16:59:39
0,2.250,2024-07-31 17:03:20
0,2.309,2024-07-31 17:05:59
5,12.300,2024-07-31 17:06:52
0,1.361,2024-07-31 17:10:03
0,1.382,2024-07-31 17:11:49
0,1.814,2024-07-31 17:11:56
0,2.246,2024-07-31 17:14:41
